FrameIndex,FrameID,ObjectID,CenterX_px,CenterY_px,Width_px,Height_px,EstAltitude_m,GSD_cmpx,CenterX_m,CenterY_m,Width_m,Height_m,IndividualCount,Distances_px,MaxDistance_px,Distances_m,MaxDistance_m,Angle_deg,AngleXVal,AngleYVal,FilteredAngle_deg,FilteredAngleXVal,FilteredAngleYVal,NeighborFrameObjsPlusMinus25Deg_count,NeighborsConsideredForAngleFiltering,NeighborWindowStart,NeighborWindowEnd,ObjectGroupLength,MovingAvgAngleXVal,MovingAvgAngleYVal,MovingAvgAngle_deg,Angles_deg
131,20240521_DJI_0007_000132,1,2133.3302307128906,972.3747539520264,117.506103515625,101.48264408111572,80.0,2.696075809379276,57.51620028442534,26.21596051781184,3.1680536314289367,2.7360490177894308,1,{},0.0,{},0.0,-147.69302,-60.76197,-38.422485,-147.69302,-60.76197,-38.422485,3,27,0,27,27,-67.57396446153847,-48.84044657692308,-144.1417190864421,{}
132,20240521_DJI_0007_000133,1,2134.89933013916,972.4118971824646,111.77558898925781,95.60577392578125,80.0,2.696075809379276,57.55850439448211,26.216961927462506,3.0135546155305857,2.5776041431828274,1,{},0.0,{},0.0,145.78093,-21.207602,14.4229965,145.78093,-21.207602,14.4229965,0,27,0,27,27,-67.271669,-47.34086545833333,-144.86492811387578,{}
147,20240521_DJI_0007_000148,1,2130.8375930786133,971.6050457954407,119.39002990722656,102.00239181518555,80.0,2.696075809379276,57.44899688415211,26.195208602399312,3.218845715139418,2.7500618107174843,1,{},0.0,{},0.0,-146.73575,-129.75377,-85.11647,-146.73575,-129.75377,-85.11647,3,27,0,27,27,-69.48702527272728,-49.347638227272725,-144.618752306174,{}
491,20240521_DJI_0007_000492,6,1783.1379890441895,984.965922832489,85.19268035888672,105.42317390441895,80.0,2.696075809379276,48.07475197047248,26.555427976116086,2.2968592465177546,2.842288689116885,1,{},0.0,{},0.0,-66.59438,15.816378,-36.53966,-66.59438,15.816378,-36.53966,1,3,0,3,3,12.368231,-46.46167766666667,-75.09339613738531,{}
492,20240521_DJI_0007_000493,6,1784.6899795532227,986.4720261096954,85.34454345703125,105.59356927871704,80.0,2.696075809379276,48.11659481115038,26.596033662237115,2.3009535907702032,2.8468826775836367,1,{},0.0,{},0.0,100.90987,-13.66623,70.90196,-79.09013,13.66623,-70.90196,2,3,0,3,3,12.368231,-46.46167766666667,-75.09339613738531,{}
494,20240521_DJI_0007_000495,6,1781.7285346984863,985.2331352233887,85.99376678466797,106.42172813415527,80.0,2.696075809379276,48.03675201281373,26.562632224746793,2.318457143855464,2.86921046814834,1,{},0.0,{},0.0,-76.57948,7.622085,-31.943413,-76.57948,7.622085,-31.943413,1,3,0,3,3,12.368231,-46.46167766666667,-75.09339613738531,{}
1075,20240521_DJI_0007_001076,7,1607.8582763671875,246.44901931285858,110.203857421875,94.19906258583069,80.0,2.696075809379276,43.34907803823833,6.644452392146441,2.9711795409539996,2.5396781390386254,1,{},0.0,{},0.0,-144.09392,-115.133896,-83.36169,-144.09392,-115.133896,-83.36169,7,15,0,15,15,29.619286200000005,73.27522739999999,67.99047382977305,{}
1076,20240521_DJI_0007_001077,7,1606.182518005371,247.1182894706726,110.93101501464844,94.73223209381104,80.0,2.696075809379276,43.303898322421745,6.6624964229706585,2.990784260908829,2.5540527931662704,1,{},0.0,{},0.0,145.53252,-48.984238,33.625015,145.53252,-48.984238,33.625015,0,15,0,15,15,29.54031154545455,73.17364945454545,68.01599665970583,{}
1077,20240521_DJI_0007_001078,7,1603.3987426757812,247.66415655612946,110.0079345703125,93.842693567276,80.0,2.696075809379276,43.2288456291732,6.677213413413025,2.9658973123479773,2.5300701601372504,1,{},0.0,{},0.0,72.02025,32.199947,99.22053,72.02025,32.199947,99.22053,0,15,0,15,15,30.97809366666667,74.82082533333333,67.50895982008363,{}
1078,20240521_DJI_0007_001079,7,1602.7721214294434,246.99610143899918,112.99495697021484,96.29767119884491,80.0,2.696075809379276,43.211951445334265,6.659202141006755,3.0464297006924848,2.5962582181876517,1,{},0.0,{},0.0,52.72224,111.19773,146.0855,52.72224,111.19773,146.0855,1,15,0,15,15,36.01246261538462,79.1404256923077,65.53232427677155,{}
1079,20240521_DJI_0007_001080,7,1602.670841217041,246.236210167408,116.3338851928711,99.2596024274826,80.0,2.696075809379276,43.20922085402799,6.6387148962558005,3.136449736796057,2.676114129533403,1,{},0.0,{},0.0,98.29172,-4.751985,32.606663,98.29172,-4.751985,32.606663,0,15,0,15,15,44.22410671428572,84.78844242857143,62.45427537657468,{}
1080,20240521_DJI_0007_001081,7,1603.7338829040527,247.47868984937668,126.24149322509766,108.20593893527985,80.0,2.696075809379276,43.23788126379513,6.672213090397811,3.4035663602410358,2.9173141439457915,1,{},0.0,{},0.0,73.284325,16.032587,53.386326,73.284325,16.032587,53.386326,0,15,0,15,15,51.730183600000004,90.21316426666667,60.16910615816802,{}
1081,20240521_DJI_0007_001082,7,1604.1731643676758,248.52051079273224,126.14456176757812,108.71228098869324,80.0,2.696075809379276,43.24972462507096,6.700301372828667,3.400953014663173,2.9309655095605844,1,{},0.0,{},0.0,56.342678,77.83911,116.90337,56.342678,77.83911,116.90337,1,15,0,15,15,51.730183600000004,90.21316426666667,60.16910615816802,{}
1082,20240521_DJI_0007_001083,7,1604.7170448303223,248.61238718032837,124.97737884521484,108.6467170715332,80.0,2.696075809379276,43.26438805465631,6.702778429889178,3.3694848782421305,2.929197856650351,1,{},0.0,{},0.0,63.451454,38.127502,76.30995,63.451454,38.127502,76.30995,0,15,0,15,15,51.730183600000004,90.21316426666667,60.16910615816802,{}
1084,20240521_DJI_0007_001085,7,1603.2265663146973,246.46450102329254,116.32038116455078,101.83125615119934,80.0,2.696075809379276,43.224203623952555,6.644869790796329,3.136085657955222,2.745447863479532,1,{},0.0,{},0.0,52.27162,111.98245,144.74014,52.27162,111.98245,144.74014,1,15,0,15,15,51.730183600000004,90.21316426666667,60.16910615816802,{}
1085,20240521_DJI_0007_001086,7,1601.993179321289,245.45568734407425,115.26557922363281,101.17386281490326,80.0,2.696075809379276,43.19095057558724,6.617671409229215,3.1076473979892687,2.7277240407671814,1,{},0.0,{},0.0,55.548695,77.683655,113.23647,55.548695,77.683655,113.23647,1,15,0,15,15,51.730183600000004,90.21316426666667,60.16910615816802,{}
1086,20240521_DJI_0007_001087,7,1603.897762298584,245.6041717529297,117.91912078857422,104.51918363571167,80.0,2.696075809379276,43.24229957650765,6.6216746614570665,3.179188890213479,2.817916426163125,1,{},0.0,{},0.0,68.27569,28.750565,72.15787,68.27569,28.750565,72.15787,0,15,0,15,15,51.730183600000004,90.21316426666667,60.16910615816802,{}
1087,20240521_DJI_0007_001088,7,1604.9775695800781,244.46802824735641,118.46946716308594,105.74077427387238,80.0,2.696075809379276,43.271411999411924,6.5910433712434715,3.1940266456844846,2.8508514358482184,1,{},0.0,{},0.0,63.275467,46.793697,92.93976,63.275467,46.793697,92.93976,0,15,0,15,15,63.649046428571424,102.61136814285715,58.18898945353131,{}
1088,20240521_DJI_0007_001089,7,1604.1260147094727,244.86454993486404,118.18244934082031,106.10799014568329,80.0,2.696075809379276,43.24845343454194,6.601733896539307,3.186288427609774,2.8607518541363133,1,{},0.0,{},0.0,53.639324,96.42489,130.97563,53.639324,96.42489,130.97563,1,15,0,15,15,72.31314523076922,107.9180106923077,56.17495484390209,{}
1089,20240521_DJI_0007_001090,7,1604.065761566162,245.7930663228035,118.50276947021484,106.89784705638885,80.0,2.696075809379276,43.24682896412075,6.626767402260665,3.194924501130952,2.8820469952345564,1,{},0.0,{},0.0,46.340885,150.97548,158.21266,46.340885,150.97548,158.21266,1,15,0,15,15,75.65591175,108.64280075,55.14768905942891,{}
1090,20240521_DJI_0007_001091,7,1603.326816558838,245.11545985937119,114.1292953491211,102.77787744998932,80.0,2.696075809379276,43.22690644653367,6.608498618317276,3.077012323322681,2.77096949132264,1,{},0.0,{},0.0,46.657166,156.81526,166.15927,46.657166,156.81526,166.15927,1,15,0,15,15,72.42483736363637,105.238919,55.4644681755316,{}
1669,20240521_DJI_0007_001670,10,1967.252197265625,283.964526951313,95.02670288085938,41.59805238246918,80.0,2.696075809379276,53.03861059996079,7.655898918352644,2.561991948821569,1.1215150274566712,1,{},0.0,{},0.0,-0.99389136,349.51288,-6.063495,-0.99389136,349.51288,-6.063495,3,48,0,48,48,215.9956733,-15.24138738,-4.036294263753478,{}
