date_dmy,sampling_start_final_time_hh_mm,camera_photo,photoid_number,dolphin_photoid,hydrophone_track_on_off,hydro_buzz,sonar_start_final_time_hh_mm,drone_start_final_time_hh_mm,event_interaction,time_event_hh_mm,site,treatment,fishers_number_nets,fishers_number_tags,fishers_number_line,dolphins_number_site,dolphins_number_throw,nets_with_fish,fish_catch_total,observation
24/05/2024,10:25:00-16:40:00,,,,on,,NA,on,NA,13:53:34,tesoura,CO,1,NA,18,3,1,0,0,
24/05/2024,10:25:00-16:40:00,,,,off:13:27:09,,NA,off:13:27:00,NA,13:57:15,tesoura,FO2,1,50,18,3,0,0,0,
24/05/2024,10:25:00-16:40:00,,,,off,,NA,off,NA,13:59:40,tesoura,FO2,1,51,18,3,0,0,0,
24/05/2024,10:25:00-16:40:00,,,JH,on 115:13:31:04,,NA,on:13:30:50,NA,14:00:20,quarto,CO,1,NA,6,3,1,1,2,
24/05/2024,10:25:00-16:40:00,,,JH,on,,NA,on,NA,14:01:15,quarto,CO,3,14,5,3,1,0,0,
24/05/2024,10:25:00-16:40:00,,,,off:13:47:09,,NA,off:13:47:00,NA,14:05:45,tesoura,NA,1,21,13,3,0,0,0,jogou a tarrafa p/trás
24/05/2024,10:25:00-16:40:00,,,,off,,NA,off,NA,14:06:50,tesoura,FO2,3,6;90;20,13,3,0,0,0,
24/05/2024,10:25:00-16:40:00,,,,off,,NA,off,NA,14:07:17,tesoura,FO2,1,NA,13,3,0,0,0,
24/05/2024,10:25:00-16:40:00,,,,off,,NA,off,NA,14:10:33,tesoura,FO2,1,52,13,2,0,0,0,
24/05/2024,10:25:00-16:40:00,,,,off,,NA,off,NA,14:10:42,tesoura,FO2,1,NA,13,2,0,0,0,
24/05/2024,10:25:00-16:40:00,,,,off,,NA,off,NA,14:12:14,tesoura,FO2,1,20,13,2,0,0,0,jogou a tarrafa p/trás
24/05/2024,10:25:00-16:40:00,,,,off,,NA,off,NA,14:14:04,tesoura,FO2,1,NA ,12,2,0,0,0,
24/05/2024,10:25:00-16:40:00,,,JH;Fefi,off,,NA,off,NA,14:14:17,tesoura,FO1,2,5,12,2,2,0,0,
24/05/2024,10:25:00-16:40:00,,,,on 116:14:15:64,,NA,on:14:15:51,6,14:19:18,tesoura,NA,1,20,12,2,0,0,0,fake
24/05/2024,10:25:00-16:40:00,,,JH,on,,NA,on,6,14:24:50,quarto,CO,2,NA,10,1,1,1,2,
24/05/2024,10:25:00-16:40:00,,,,on,,NA,on,6,14:26:36,tesoura,NA,1,20,12,0,0,0,0,fake
24/05/2024,10:25:00-16:40:00,,,,on,,NA,on,6,14:27:58,tesoura,FO2,2,NA,12,2,0,0,0,
24/05/2024,10:25:00-16:40:00,,,,off: 14:13:03,,NA,off:14:30:30,NA,,,,,NA,,,,,,
24/05/2024,10:25:00-16:40:00,,,,off,,NA,off,NA,15:10:15,tesoura,FO2,2,6;5,10,2,0,0,0,
24/05/2024,10:25:00-16:40:00,,,,off,,NA,off,NA,15:18:20,tesoura,CO,3,51,6,3,2,0,0,
24/05/2024,10:25:00-16:40:00,,,,off,,NA,off,NA,15:19:07,tesoura,CO,1,20,6,3,3,0,0,
24/05/2024,10:25:00-16:40:00,,,,off,,NA,off,NA,15:24:01,tesoura,CO,1,51,4,3,1,0,0,
24/05/2024,10:25:00-16:40:00,,,,off,,NA,off,NA,15:31:15,tesoura,CO,5,20;97;51,8,8,1,0,0,
24/05/2024,10:25:00-16:40:00,,,,off,,NA,off,NA,15:34:55,tesoura,CO,2,0,8,8,1,0,0,
24/05/2024,10:25:00-16:40:00,,,,off,,NA,off,NA,15:42:55,tesoura,FO2,1,50,7,5,0,0,0,
24/05/2024,10:25:00-16:40:00,,,,off,,NA,off,NA,15:46:42,tesoura,FO2,1,0,6,5,0,0,0,
24/05/2024,10:25:00-16:40:00,,,,off,,NA,off,NA,15:47:54,quarto,CO,4,14,6,5,1,2,2,
24/05/2024,10:25:00-16:40:00,,,,off,,NA,off,NA,15:50:35,quarto,CO,3,0,6,5,1,0,0,
24/05/2024,10:25:00-16:40:00,,,,off,,NA,off,NA,15:51:34,quarto,CO,1,50,11,5,1,0,0,
24/05/2024,10:25:00-16:40:00,,,,off,,NA,off,NA,15:51:42,quarto,CO,4,14,11,5,1,0,0,
24/05/2024,10:25:00-16:40:00,,,,off,,NA,off,NA,15:51:55,quarto,CO,2,0,11,5,1,0,0,
24/05/2024,10:25:00-16:40:00,,,,off,,NA,off,NA,16:02:24,tesoura,FO2,1,0,5,4,0,0,0,
24/05/2024,10:25:00-16:40:00,,,,off,,NA,off,NA,16:04:29,tesoura,FO2,1,0,5,4,0,0,0,
24/05/2024,10:25:00-16:40:00,,,,off,,NA,off,NA,16:06:09,quarto,CO,2,50,10,4,1,0,0,
24/05/2024,10:25:00-16:40:00,,,,off,,NA,off,NA,16:06:32,tesoura,FO2,1,0,5,4,0,0,0,
24/05/2024,10:25:00-16:40:00,,,,off,,NA,off,NA,16:09:02,quarto,FO2,1,0,10,3,0,0,0,
24/05/2024,10:25:00-16:40:00,,,,off,,NA,off,NA,16:09:24,quarto,FO2,1,0,10,3,0,0,0,
24/05/2024,10:25:00-16:40:00,,,,off,,NA,off,NA,16:10:01,quarto,FO2,2,0,9,3,0,0,0,
24/05/2024,10:25:00-16:40:00,,,,off,,NA,off,NA,16:13:46,quarto,FO2,1,0,7,3,0,0,0,
24/05/2024,10:25:00-16:40:00,,,,off,,NA,off,NA,16:15:40,quarto,FO2,1,0,6,3,0,0,0,
24/05/2024,10:25:00-16:40:00,,,,off,,NA,off,NA,16:18:45,quarto,FO2,1,50,7,3,0,0,0,
24/05/2024,10:25:00-16:40:00,,,,off,,NA,off,NA,16:19:40,quarto,FO2,1,0,7,3,0,0,0,
24/05/2024,10:25:00-16:40:00,,,,off,,NA,off,NA,16:21:06,quarto,FO2,1,50,7,3,0,0,0,
24/05/2024,10:25:00-16:40:00,,,,off,,NA,off,NA,16:25:42,quarto,CO,1,50,7,5,1,0,0,
24/05/2024,10:25:00-16:40:00,,,,off,,NA,off,NA,16:26:01,quarto,CO,1,0,7,5,1,0,0,
24/05/2024,10:25:00-16:40:00,,,,off,,NA,off,NA,16:35:08,tesoura,FO2,1,0,6,6,0,0,0,
24/05/2024,10:25:00-16:40:00,,,,off,,NA,off,NA,16:37:28,tesoura,CO,2,0,6,6,3,0,0,
24/05/2024,10:25:00-16:40:00,,,,off,,NA,off,NA,16:38:43,tesoura,CO,1,0,6,6,1,0,0,
25/05/2024,09:50:58-15:40:00,,,,off,,off,off,NA,10:44:50,quarto,CO,2,21,5,1,1,0,0,
25/05/2024,09:50:58-15:40:00,,,,off,,off,off,NA,10:48:15,quarto,CO,1,21,6,1,1,1,6,
25/05/2024,09:50:58-15:40:00,,,,off,,on 10:49:51,off,NA,10:49:50,quarto,CO,2,0,6,1,1,1,3,
25/05/2024,09:50:58-15:40:00,,,,off,,on,off,NA,10:53:50,quarto,FO1,1,21,6,1,1,0,0,
25/05/2024,09:50:58-15:40:00,,,,off,,on,off,NA,10:58:12,quarto,CO,2,NA,7,1,1,1,2,
25/05/2024,09:50:58-15:40:00,,,,off,,on,off,NA,10:59:49,quarto,CO,2,NA,6,1,1,0,0,
25/05/2024,09:50:58-15:40:00,,,,off,,on,off,NA,11:00:39,quarto,FO2,2,21,8,1,0,0,0,
25/05/2024,09:50:58-15:40:00,,,,on 117:11:04:00,,on,off,1,11:02:25,quarto,CO,1,0,8,1,1,0,0,
25/05/2024,09:50:58-15:40:00,,,,on,,on,off,1,11:09:23,quarto,CO,3,21,10,1,1,0,0,
25/05/2024,09:50:58-15:40:00,,,,on,,on,off,1,11:12:50,quarto,CO,3,0,10,1,1,0,0,
25/05/2024,09:50:58-15:40:00,,,,on,,on,off,1,11:20:31,quarto,CO,1,21,9,1,1,0,0,
25/05/2024,09:50:58-15:40:00,,,,off: 11:24:30,,on,off,2,11:29:59,quarto,FC,1,20,7,0,0,0,0,
25/05/2024,09:50:58-15:40:00,,,,on 118:11:28:10,,on,off,2,11:30:59,quarto,FO2,1,NA,7,0,0,0,0,
25/05/2024,09:50:58-15:40:00,,,,off: 11:48:30,,on,,,,,,,NA,,,,,,
25/05/2024,09:50:58-15:40:00,,,,on 119:12:54:00,,on,off,NA,12:51:37,tesoura,FC,1,20,3,5,0,0,0,
25/05/2024,09:50:58-15:40:00,,,,on ,,on,off,3,12:58:28,tesoura,FC,1,20,3,5,0,0,0,
25/05/2024,09:50:58-15:40:00,,,,off 119:13:13:42,,on,off,3,12:58:48,tesoura,FO2,1,0,3,5,0,0,0,
25/05/2024,09:50:58-15:40:00,,,,on 120:13:36:37,,on,off,4,13:42:14,tesoura,FO3,1,0,1,0,0,0,0,
25/05/2024,09:50:58-15:40:00,,,33,on,,on,off,4,13:44:36,quarto,FO2,1,0,2,1,0,0,0,
25/05/2024,09:50:58-15:40:00,,,,off 120:13:57:01,,on,off,4,13:53:12,tesoura,FO2,1,20,1,1,0,0,0,
25/05/2024,09:50:58-15:40:00,,,,off,,on,off,NA,14:01:50,tesoura,FO2,1,20,1,2,0,0,0,
25/05/2024,09:50:58-15:40:00,,,,on 121:14:06:28,,on,off,NA,14:08:48,tesoura,FC,1,20,1,0,0,0,0,
25/05/2024,09:50:58-15:40:00,,,11,on,,on,off,5,14:11:53,quarto,CO,4,0,5,1,1,0,0,
25/05/2024,09:50:58-15:40:00,,,,on,,on,off,5,14:19:23,quarto,FO2,1,20,1,1,0,0,0,
25/05/2024,09:50:58-15:40:00,,,,off 121:14:26:36,,on,off,5,14:30:58,quarto,FO2,1,0,4,1,0,0,0,
25/05/2024,09:50:58-15:40:00,,,,on 122:14:34:17,,on,off,6,14:47:24,quarto,FO3,2,0,2,0,0,0,0,
25/05/2024,09:50:58-15:40:00,,,,off 123:14:54:19,,on,off,6,14:51:21,quarto,FO3,2,0,2,0,0,0,0,
26/05/2024,09:50:58-15:40:00,,,,off,,on 09:59:30,,exp sonar,09:59:30,tesoura,FO3,2,2;4,2,0,0,0,0,experiment SONAR
26/05/2024,09:50:58-15:40:00,,,,off,,on,,exp sonar,10:05:25,tesoura,FO3,1,2,2,0,0,0,0,experiment SONAR
26/05/2024,09:50:58-15:40:00,,,,off,,on,,exp sonar,10:06:05,tesoura,FO3,1,4,2,0,0,0,0,experiment SONAR
26/05/2024,09:50:58-15:40:00,,,,on 124:10:27:05,,off 10:25:56,,exp sonar,10:13:10,tesoura,FO3,2,2;4,2,0,0,0,0,experiment SONAR
26/05/2024,09:50:58-15:40:00,,,,on,,on 10:27:00,,1,10:29:00,tesoura,FO3,2,2;4,2,0,0,0,0,experiment SONAR
26/05/2024,09:50:58-15:40:00,,,,on,,off 10:37:09,,1,10:33:29,tesoura,FO3,1,0,3,0,0,0,0,experiment SONAR
26/05/2024,09:50:58-15:40:00,,,,on,,on 10:37:12,,1,10:38:02,tesoura,FO2,1,0,3,1,0,0,0,experiment SONAR
26/05/2024,09:50:58-15:40:00,,,,on,,on,,1,10:44:45,tesoura,FO3,1,0,3,0,0,0,0,experiment SONAR
26/05/2024,09:50:58-15:40:00,,,,off 124:10:47:09,,on,,NA,10:48:10,tesoura,FO3,2,2,3,0,0,0,0,
26/05/2024,09:50:58-15:40:00,,,,off,,on,,NA,10:48:50,tesoura,FO3,1,4,3,0,0,0,0,
26/05/2024,09:50:58-15:40:00,,,,off,,on,,NA,10:52:50,tesoura,FO3,1,0,1,0,0,0,0,
26/05/2024,09:50:58-15:40:00,,,,off,,on,,NA,11:25:15,tesoura,FO3,1,0,1,0,0,1,4,
26/05/2024,09:50:58-15:40:00,,,,off,,on,,NA,11:29:14,quarto,FO3,2,0,2,0,0,0,0,
26/05/2024,09:50:58-15:40:00,,,,on 125:11:57:00,,off 11:54:00,,NA,11:33:30,quarto,FO1,1,0,1,0,0,0,0,
26/05/2024,09:50:58-15:40:00,,,,on,,on 11:54:59,on 11:56:20,NA,11:55:44,tesoura,FO2,1,0,6,3,0,0,0,
26/05/2024,09:50:58-15:40:00,,,,on,,on,,2,12:06:10,tesoura,FO2,1,0,6,0,0,0,0,
26/05/2024,09:50:58-15:40:00,,,,on,,on,,2,12:07:08,tesoura,FO3,1,0,2,0,0,0,0,
26/05/2024,09:50:58-15:40:00,,,,on,,on,,2,12:07:32,tesoura,FO3,1,0,2,0,0,0,0,
26/05/2024,09:50:58-15:40:00,,,,off 125:12:12:09,,off 12:12:41,off 12:11:35,2,12:10:57,tesoura,FO3,1,0,2,0,0,0,0,
26/05/2024,09:50:58-15:40:00,,,,off,,off,on 12:24:34,NA,12:13:30,tesoura,FO3,1,0,2,0,0,0,0,
26/05/2024,09:50:58-15:40:00,,,,on 126:12:22:44,,on 12:22:42,,NA,12:17:19,tesoura,FO2,1,0,2,1,0,0,0,
26/05/2024,09:50:58-15:40:00,,,,on,,on,,3,12:27:09,tesoura,FO2,1,0,3,1,0,0,0,
26/05/2024,09:50:58-15:40:00,,,,off 126:12:42:00,,off 12:42:42,,3,12:39:50,tesoura,FO2,1,4,NA,1,0,0,0,
26/05/2024,09:50:58-15:40:00,,,,off,,on 12:48:23,off 12:48:23,NA 4,12:45:42,tesoura,FO2,1,0,6,2,0,0,0,
26/05/2024,09:50:58-15:40:00,,,,on 127:12:48:24,,off 13:03:30,,4,13:00:35,tesoura,FO2,1,0,6,2,0,0,0,
26/05/2024,09:50:58-15:40:00,,5621,33,off 127:13:03:40,,on 13:03:41,,NA,13:19:22,tesoura,CO,1,0,8,1,1,0,0,
26/05/2024,09:50:58-15:40:00,,,,off,,on,,5,13:22:40,tesoura,FO2,1,0,9,1,0,0,0,
26/05/2024,09:50:58-15:40:00,,,,on 128:13:24:21,,off 13:24:38,on 13:25:00,5,13:26:31,tesoura,FO2,2,0,6,1,0,0,0,
26/05/2024,09:50:58-15:40:00,,,,on,,on 13:24:40,,5,13:30:18,tesoura,FO2,1,0,6,1,0,0,0,
26/05/2024,09:50:58-15:40:00,,,,on,,on,,5,13:33:22,tesoura,FO2,1,0,5,1,0,0,0,
26/05/2024,09:50:58-15:40:00,,,,on,,off 13:43:00,off 13:42:36,5,13:41:15,tesoura,FO2,1,0,6,2,0,1,1,
26/05/2024,09:50:58-15:40:00,,,,off 128:13:43:00,,on 13:43:10,,NA,13:48:49,tesoura,FO2,2,0,5,2,0,0,0,
26/05/2024,09:50:58-15:40:00,,,,on 129:13:57:50,,off 13:57:00,on 13:57:45,6,13:58:39,tesoura,FO2,2,0,4,4,0,0,0,
26/05/2024,09:50:58-15:40:00,,,,on,,on 13:57:03,,6,14:03:18,tesoura,FO2,1,0,5,4,0,0,0,
26/05/2024,09:50:58-15:40:00,,,,on,,off 14:14:18,off 14:14:36,6,14:11:12,tesoura,FO2,1,0,4,4,0,0,0,
26/05/2024,09:50:58-15:40:00,,,,off 129:14:14:16,,on 14:24:28,,NA,14:21:00,tesoura,FO2,1,0,5,1,0,0,0,
26/05/2024,09:50:58-15:40:00,,5732,,off,,off 14:27:50,on 14:27:43,NA,14:25:24,tesoura,CO,3,0,5,1,1,0,0,
26/05/2024,09:50:58-15:40:00,,,,off,,on 14:27:53,,7,14:40:20,tesoura,FO2,1,0,6,1,0,0,0,
26/05/2024,09:50:58-15:40:00,,,,on 130:14:29:54,,on,off 14:44:39,7,14:43:21,tesoura,FO2,1,0,4,1,0,0,0,
26/05/2024,09:50:58-15:40:00,,,,on,,off 14:45:06,,NA,14:46:13,tesoura,FO2,1,0,4,1,0,0,0,
26/05/2024,09:50:58-15:40:00,,,,off 130:14:45:02,,on 14:45:09,,NA,14:46:57,tesoura,FO2,1,0,4,1,1,0,0,
26/05/2024,09:50:58-15:40:00,,,,off,,on,,NA,14:48:17,tesoura,CO,2,0,4,1,1,0,0,
26/05/2024,09:50:58-15:40:00,,,,off,,on,,NA,14:49:43,tesoura,FO2,3,0,5,1,0,0,0,
26/05/2024,09:50:58-15:40:00,,,,off,,on,,NA,14:50:36,tesoura,CO,1,0,5,1,1,0,0,
26/05/2024,09:50:58-15:40:00,,,,off,,off 15:07:00,,NA,14:59:44,tesoura,CO,2,0,5,2,1,1,1,
26/05/2024,09:50:58-15:40:00,,,,on 131:15:07:43,,on 15:07:03,on 15:07:20,8,15:11:19,tesoura,FO3,1,0,5,0,0,0,0,
26/05/2024,09:50:58-15:40:00,,,,on,,on,,8,15:11:25,tesoura,FO3,2,0,5,0,0,0,0,
26/05/2024,09:50:58-15:40:00,,,,on,,on,,8,15:15:49,tesoura,FO3,1,0,5,0,0,0,0,
26/05/2024,09:50:58-15:40:00,,,,on,,on,,8,15:15:49,tesoura,FO3,1,0,5,0,0,0,0,
26/05/2024,09:50:58-15:40:00,,,,on,,on,off 15:21:40,8,15:17:39,tesoura,FO3,1,0,5,0,0,0,0,
26/05/2024,09:50:58-15:40:00,,,,off 131:15:21:35,,off 15:21:50,,8,15:20:20,tesoura,FO3,1,0,5,0,0,0,0,
26/05/2024,09:50:58-15:40:00,,,,off,,on 15:21:54, ,NA,15:22:35,tesoura,FO3,2,0,3,0,0,2,1;9,
26/05/2024,09:50:58-15:40:00,,,,off,,on,,NA,15:25:17,tesoura,FO3,1,0,2,0,0,0,0,
26/05/2024,09:50:58-15:40:00,,,,off,,on,,NA,15:30:55,tesoura,FO3,1,0,2,0,0,0,0,
26/05/2024,09:50:58-15:40:00,,,,off,,on,,NA,15:34:59,tesoura,FO3,1,0,2,0,0,0,0,
26/05/2024,09:50:58-15:40:00,,,,off,,off 15:24:48,,NA,15:39:40,tesoura,FO3,1,0,3,0,0,0,0,
27/05/2024,,,,,off,,,off,NA,11:29:19,tesoura,FO2,1,2,11,2,0,1,1,
27/05/2024,,,,,off,,,off,NA,11:42:40,tesoura,FO2,1,2,11,2,0,0,0,
27/05/2024,,,,,off,,,off,NA,11:44:27,tesoura,FO2,1,0,9,2,0,0,0,
27/05/2024,,,,,off,,,off,NA,11:44:56,tesoura,FO2,2,0,9,2,0,0,0,
27/05/2024,,,,,off,,,off,NA,11:50:45,tesoura,CO,1,0,3,2,1,0,0,
27/05/2024,,,,,off,,,off,NA,11:51:01,tesoura,CO,1,0,3,2,1,0,0,
27/05/2024,,,,,off,,,off,NA,11:52:46,tesoura,CO,3,23,5,2,1,1,1,
27/05/2024,,,,,off,,,off,NA,11:54:00,tesoura,CO,1,5,5,2,1,0,0,
27/05/2024,,,,,off,,,off,NA,11:56:47,tesoura,FO2,1,0,7,2,0,0,0,
27/05/2024,,,,,off,,,off,NA,12:12:15,tesoura,CO,2,5;50,11,2,1,1,1,
27/05/2024,,,,,off,,,off,NA,12:13:04,tesoura,FO2,1,0,11,2,0,0,0,
27/05/2024,,,,,off,,,off,NA,12:15:49,tesoura,CO,1,0,9,2,1,0,0,
27/05/2024,,,,,off,,,off,NA,12:19:05,tesoura,FO2,1,0,9,2,0,0,0,
27/05/2024,,,,,off,,,off,NA,12:19:40,tesoura,FC,1,0,9,2,0,0,0,maybe ere cast
27/05/2024,,,,,off,,,off,NA,12:21:05,tesoura,FO2,1,52,8,2,0,0,0,
27/05/2024,,,,,off,,,off,NA,12:21:56,tesoura,FO2,1,0,8,2,0,0,0,
27/05/2024,,,,,off,,,off,NA,12:25:55,tesoura,CO,4,5;50,7,2,2,0,0,
27/05/2024,,,,,off,,,off,NA,12:38:18,tesoura,CO,1,0,8,2,1,0,0,maybe ere cast
27/05/2024,,,,,off,,,off,NA,12:40:54,tesoura,CO,6,52;50;55;23,6,2,1,0,0,
27/05/2024,,,,,off,,,off,NA,13:04:35,tesoura,FO2,1,50,6,5,0,0,0,
27/05/2024,,,,,off,,,off,NA,13:06:31,tesoura,FO2,1,0,10,5,0,0,0,
27/05/2024,,,,,off,,,off,NA,13:07:07,tesoura,CO,3,23,10,5,1,0,0,
27/05/2024,,,,,off,,,off,NA,13:07:54,tesoura,CO,2,0,10,5,1,0,0,
27/05/2024,,,,,off,,,off,NA,13:12:46,tesoura,CO,3,23;5;2,11,3,1,1,1,
27/05/2024,,,,,off,,,off,NA,13:25:25,tesoura,FO2,2,50,11,3,0,,0,
27/05/2024,,,,,off,,,off,NA,13:27:33,tesoura,FO2,1,0,8,3,0,0,0,
27/05/2024,,,,,off,,,off,NA,13:36:21,tesoura,CO,4,2;50;5,15,3,1,0,0,maybe johnny cast
27/05/2024,,,,,off,,,off,NA,13:41:14,tesoura,FO2,1,0,10,3,0,0,0,
27/05/2024,,,,,off,,,off,NA,13:47:27,tesoura,CO,3,5;2;23,8,3,1,0,0,
27/05/2024,,,,,off,,,off,NA,13:47:36,tesoura,FO2,1,50,8,3,0,0,0,
27/05/2024,,,,,off,,,off,NA,13:54:53,tesoura,CO,3,2;23;5,8,3,1,0,0,
27/05/2024,,,,,off,,,off,NA,13:55:01,tesoura,CO,2,50,8,3,1,0,0,
27/05/2024,,,,,off,,,off,NA,14:00:46,tesoura,FO2,1,0,9,3,0,0,0,
27/05/2024,,,,,off,,,off,NA,14:05:54,tesoura,CO,3,0,9,3,1,0,0,
27/05/2024,,,,,off,,,off,NA,14:06:00,tesoura,FO1,1,5,9,3,1,0,0,
27/05/2024,,,,,off,,,off,NA,14:20:39,tesoura,CO,3,5,7,4,1,0,0,
27/05/2024,,,,,off,,,off,NA,14:21:02,tesoura,CO,2,23,7,4,1,0,0,
27/05/2024,,,,,off,,,off,NA,14:43:25,tesoura,CO,3,97;23,6,2,1,0,0,
27/05/2024,,,,,off,,,off,NA,14:53:05,tesoura,CO,2,0,5,2,1,1,1,
27/05/2024,,,,,off,,,off,NA,14:53:22,tesoura,CO,1,5,5,2,1,0,0,
27/05/2024,,,,,off,,,off,NA,15:00:13,tesoura,FO2,1,5,6,2,0,0,0,
27/05/2024,,,,,off,,,off,NA,15:00:21,tesoura,CO,1,52,6,2,1,0,0,
27/05/2024,,,,,off,,,off,NA,15:04:12,,FO2,1,2,6,2,0,0,0,
27/05/2024,,,,,off,,,off,NA,15:05:21,tesoura,FO2,1,0,5,2,0,0,0,
27/05/2024,,,,,off,,,off,NA,15:06:03,tesoura,FO2,1,0,5,2,0,0,0,
27/05/2024,,,,,off,,,off,NA,15:06:36,tesoura,FO2,1,0,5,2,0,0,0,
27/05/2024,,,,,off,,,off,NA,15:08:27,tesoura,FO3,1,5,4,0,0,0,0,
27/05/2024,,,,,off,,,off,NA,15:13:53,tesoura,FO3,1,0,1,0,0,0,0,
27/05/2024,,,,,off,,,off,NA,15:16:03,tesoura,FO3,1,0,1,0,0,0,0,
27/05/2024,,,,,off,,,off,NA,15:18:09,tesoura,FO3,1,0,1,0,0,0,0,
27/05/2024,,,,,off,,,off,NA,15:20:54,tesoura,FO3,1,0,1,0,0,0,0,
28/05/2024,,7D,6038,,off,,,off,1,09:29:40,tesoura,CO,2,2,5,2,1,1,4,
28/05/2024,,,,,on 132: 09:32:50,,,on: 09:32:49,1,,tesoura,,,NA,8,2,0,,,
28/05/2024,,,,,off 132: 09:48:30,,,off: 09:48:28,1,,tesoura,,,NA,8,2,0,,,
28/05/2024,,,6055,,off,,,off,NA,09:54:58,tesoura,CO,2,NA,8,2,1,0,0,
28/05/2024,,,,,on 133: 10:04:22,,,on: 10:03:59,2,10:14:04,tesoura,FO2,1,7,8,2,0,0,0,
28/05/2024,,,,,off 133: 10:20:26,,,off: 10:20:58,2,,tesoura,,,NA,7,2,,,,
28/05/2024,,,,,off,,,off,NA,10:21:25,tesoura,FO2,1,2,7,2,0,0,0,
28/05/2024,,,,,off,,,off,NA,10:29:34,tesoura,FO2,1,14,7,2,0,0,0,
28/05/2024,,,,,off,,,off,NA,10:33:34,tesoura,FO2,1,NA,10,2,0,0,0,
28/05/2024,,,,,off,,,off,NA,10:44:04,tesoura,FO2,2,97,6,2,0,0,0,
28/05/2024,,,,,off,,,off,NA,10:45:29,tesoura,FO2,1,NA,6,2,0,0,0,
28/05/2024,,,,,off,,,off,NA,10:46:17,tesoura,FO2,1,NA,5,2,0,0,0,
28/05/2024,,,,,off,,,off,NA,10:46:57,tesoura,FO2,1,97,5,2,0,0,0,
28/05/2024,,,6081,,off,,,off,NA,10:50:20,tesoura,CO,2,97,5,2,1,0,0,
28/05/2024,,,,,off,,,off,NA,10:53:07,tesoura,FO2,1,97,5,2,0,0,0,
28/05/2024,,,,,on 134: 10:55:32,,,on: 10:55:24,3,,tesoura,,,NA,,2,,,,
28/05/2024,,,,,off 134: 11:11:48,,,off: 11:11:31,3,11:12:09,tesoura,FO2,1,97,9,2,0,0,0,
28/05/2024,,,,,off,,,off,NA,11:16:00,tesoura,FO2,1,7,9,2,0,0,0,
28/05/2024,,,,,off,,,off,NA,11:16:44,tesoura,FO2,1,NA,9,2,0,0,0,
28/05/2024,,,,,on 135: 11:19:11,,,on: 11:18:11,4,11:17:11,tesoura,FO2,1,NA,9,2,0,0,0,
28/05/2024,,,,,on,,,on,4,11:20:40,tesoura,FO2,1,97,5,2,0,0,0,
28/05/2024,,,,,off 135: 11:34:24,,,off: 11:33:26,4,11:29:13,tesoura,FO2,1,7,8,2,0,0,0,
28/05/2024,,,,,off,,,off,NA,11:36:10,tesoura,FO3,2,2,10,0,0,0,0,
28/05/2024,,,,,off,,,off,NA,11:37:26,tesoura,FO3,1,7,10,0,0,0,0,
28/05/2024,,,,,off,,,off,NA,11:37:48,tesoura,FO3,3,97;7,9,0,0,0,0,
28/05/2024,,,,,off,,,off,NA,11:38:04,tesoura,FO3,1,NA,9,0,0,0,0,
28/05/2024,,,,,off,,,off,NA,11:38:44,tesoura,FO3,1,14,9,0,0,0,0,
28/05/2024,,,,,off,,,off,NA,11:39:38,tesoura,FO3,1,NA,9,0,0,0,0,
28/05/2024,,,,,off,,,off,NA,11:43:32,tesoura,FO3,1,2,8,0,0,0,0,
28/05/2024,,,,,off,,,off,NA,11:43:48,tesoura,FO3,1,97,8,0,0,0,0,
28/05/2024,,,,,off,,,off,NA,11:49:39,tesoura,FO3,1,2,1,0,0,0,0,
28/05/2024,,,,,off,,,off,NA,11:54:16,tesoura,FO3,1,2,1,0,0,0,0,
28/05/2024,,,,,off,,,off,NA,11:58:12,tesoura,FO2,1,2,1,1,0,0,0,
28/05/2024,,,,,off,,,off,NA,12:00:16,tesoura,CO,4,14;4,8,1,1,0,0,
28/05/2024,,,6117,,off,,,off,NA,12:00:42,tesoura,CO,2,NA,8,1,1,0,0,
28/05/2024,,,,,off,,,off,NA,12:01:33,tesoura,CO,4,14;4,10,1,1,1,1,
28/05/2024,,,6124,,off,,,off,NA,12:03:48,tesoura,CO,4,47;2;7,9,1,1,0,0,
28/05/2024,,,,,on 136: 12:11:20,,,off,5,12:11:13,tesoura,FO2,1,14,10,1,0,0,0,
28/05/2024,,,,,on,,,off,5,12:15:06,tesoura,FO2,1,2,9,1,0,1,2,
28/05/2024,,,,,off 136: 12:31:20,,,off,5,12:24:01,tesoura,FO2,1,2,10,1,0,0,0,
28/05/2024,,,,,off,,,off,NA,12:34:28,tesoura,FO2,1,2;97,11,1,0,0,0,
28/05/2024,,,,,off,,,off,NA,12:43:53,tesoura,FO2,1,2,9,1,0,0,0,
28/05/2024,,,,,off,,,off,NA,12:43:58,tesoura,FO2,1,17,10,1,0,0,0,
28/05/2024,,,,,off,,,off,NA,12:44:25,tesoura,FO2,1,7,9,1,0,0,0,
28/05/2024,,,,,off,,,off,NA,12:46:21,tesoura,FO3,2,21,6,0,0,0,0,
28/05/2024,,,,,off,,,off,NA,12:46:48,tesoura,FO3,2,97,6,0,0,0,0,
28/05/2024,,,,,off,,,off,NA,12:47:34,tesoura,FO3,1,NA,6,0,0,0,0,
28/05/2024,,,,,off,,,off,NA,12:48:43,tesoura,FO3,2,7,6,0,0,0,0,
28/05/2024,,,,,off,,,off,NA,12:50:10,tesoura,FO3,2,97,5,0,0,1,4,
